internship_title,company_name,location,start_date,duration,stipend,Skills,Interests
Digital Marketing,TopLine Vision,Bangalore,Immediately,3 Months,"₹ 5,000 /month",Web Development,Game Development
Data Entry,K4 Media & Technologies,Jaipur,Immediately,3 Months,"₹ 10,000 /month",UI/UX Design,Blockchain
Business Development (Sales),Rentkar-Switch To Share,Mumbai,Immediately,3 Months,"₹ 12,000-14,000 /month",Web Development,AI
Brand Management,Born High Digital,Gurgaon,Immediately,3 Months,"₹ 10,000 /month",Networking,Game Development
HR And Market Research,Stellar Search,Gurgaon,Immediately,3 Months,"₹ 15,000 /month",C++,Robotics
Civil Engineering,Pro India,Work From Home,Immediately,3 Months,"₹ 1,000 /month +  Incentives",Data Analysis,Game Development
Architecture,Digipplus,Work From Home,Immediately,3 Months,"₹ 25,000-30,000 /month",C++,AI
Business Development Management,Trivy Technologies Private Limited,Work From Home,Immediately,3 Months,"₹ 1,500 /month +  Incentives",UI/UX Design,Quantum Computing
Digital Marketing (Meme & Carousel Making),Lawtech,Work From Home,Immediately,3 Months,"₹ 6,000-8,000 /month",Web Development,Open Source
UI/UX Design,Radhika Kapoor,Work From Home,Immediately,3 Months,"₹ 5,000 /month",Python,Space Tech
Graphic Design,AnthroFit Lifesciences Co,Work From Home,Immediately,3 Months,"₹ 4,000-6,000 /month",Web Development,Space Tech
General Management,Adore Earth,Work From Home,Immediately,3 Months,"₹ 4,000 /month",Machine Learning,Web 3.0
Legal Content Curation,Lawtech,Work From Home,Immediately,3 Months,"₹ 6,000-8,000 /month",Machine Learning,IoT
Talent Acquisition,TopHire,Work From Home,Immediately,3 Months,"₹ 5,000-15,000 /month",Data Analysis,Cybersecurity
English Content Curation (IELTS),Lawtech,Work From Home,Immediately,3 Months,"₹ 8,000-10,000 /month",UI/UX Design,Blockchain
Field And Digital Marketing,Mehta Poly Boards,Mumbai,Immediately,3 Months,"₹ 9,000 /month",Python,IoT
Content Marketing,Ciera Advisors LLP,Mumbai,Immediately,3 Months,"₹ 10,000 /month",Web Development,Data Science
Digital Marketing,Mars Elevator,Gurgaon,Immediately,3 Months,"₹ 15,000 /month +  Incentives",Embedded Systems,IoT
Field Sales,Aadiananta Enterprises PVT Ltd,Delhi,Immediately,3 Months,"₹ 10,000 /month",UI/UX Design,Open Source
Human Resources (HR),Everstylish Lifestyle Private Limited,Gurgaon,Immediately,3 Months,"₹ 15,000 /month",Data Analysis,Game Development
Accounts And Audit,IRA Consulting,Mumbai,Immediately,3 Months,"₹ 7,500 /month",Networking,AI
YouTube SEO,"Manjita Osta (Melbourne Airport, Australia)",Work From Home,Immediately,3 Months,"₹ 10,000 /month",Java,Cybersecurity
Quality Analytics,Organikness Pvt. Ltd.,Hyderabad,Immediately,3 Months,"₹ 7,000 /month",Java,Cybersecurity
Human Resources (HR),Six Ladders,Mumbai,Immediately,3 Months,"₹ 10,000 /month",Web Development,Blockchain
Growth Hacking,Hotnot,Mumbai,Immediately,3 Months,"₹ 2,000 /month +  Incentives",Data Analysis,Blockchain
Human Resources (HR),AICS Consultancy Service Private Limited,Noida,Immediately,3 Months,"₹ 5,000 /month",Data Analysis,Web 3.0
Purchase Management,PatilKaki,Navi Mumbai,Immediately,3 Months,"₹ 8,000 /month",Web Development,Blockchain
Telecalling & Administration,Safe2Go Digisolutions Private Limited,Jaipur,Immediately,3 Months,"₹ 6,000-10,000 /month",Java,Robotics
Furniture/Product Design,The Wood Shaping Company,Jaipur,Immediately,3 Months,"₹ 5,000 /month +  Incentives",C++,Quantum Computing
Inside Sales,RankItRight Media,Bangalore,Immediately,3 Months,"₹ 20,000 /month",Cybersecurity,Blockchain
Business Development (Sales),Avataryug,Mumbai,Immediately,3 Months,"₹ 10,000 /month",Data Analysis,Open Source
Video Making/Editing,Stax Media,Delhi,Immediately,3 Months,"₹ 10,000 /month",Cloud Computing,Blockchain
Growth (Marketing),Amigobulls,Bangalore,Immediately,3 Months,"₹ 8,000 /month +  Incentives",C++,Space Tech
Corporate Sales,Blue Rose Publishers,Delhi,Immediately,3 Months,"₹ 22,000 /month",Database Management,Web 3.0
Travel Research And Data Entry,Yuyiii Stays And Travels Private Limited,Bangalore,Immediately,3 Months,"₹ 6,000 /month",Python,Web 3.0
Marketing,DBG TECH SOLUTIONS,Mumbai,Immediately,3 Months,"₹ 8,000 /month",Java,Augmented Reality
Sales executive,Ilahi Travels Experiences Pvt. Ltd.,Delhi,Immediately,3 Months,"₹ 10,000 /month",Embedded Systems,AI
Teaching (Python/Java/C++/Kotlin/Go/Javascript/Swift/Scala/Ruby),SR University,Warangal,Not specified,3 Months,"₹ 20,000-40,000 /month",UI/UX Design,IoT
Coordination,National Centre For The Performing Arts,Mumbai,Immediately,3 Months,"₹ 17,000 /month",Embedded Systems,Open Source
Admission Counseling,DGguru Learning Solutions Private Limited (MentorKart),Noida,Immediately,3 Months,"₹ 15,000 /month",Embedded Systems,Space Tech
E-Commerce Marketing,A Big Indian Story,Pune,Immediately,3 Months,"₹ 10,000 /month",Database Management,Blockchain
Influencer Marketing,Confluencr,Bangalore,Immediately,3 Months,"₹ 10,000 /month",Machine Learning,Web 3.0
Graphic Design,GoMechanic,Gurgaon,Immediately,3 Months,"₹ 10,000-12,000 /month",Machine Learning,Open Source
Video Making/Editing,GoMechanic,Gurgaon,Immediately,3 Months,"₹ 10,000-15,000 /month",Python,Blockchain
Graphic Design,Stax Media,Delhi,Immediately,3 Months,"₹ 7,000-10,000 /month",UI/UX Design,Open Source
Digital Marketing,CHALKSNBOARD Private Limited,Gurgaon,Immediately,3 Months,"₹ 5,000-15,000 /month",Java,Data Science
Customer Support,IB Cricket,Hyderabad,Immediately,3 Months,"₹ 15,000-25,000 /month",Networking,Game Development
Digital Marketing,Shi-Liv Co-living,Bangalore,Immediately,3 Months,"₹ 5,000-10,000 /month",Database Management,Quantum Computing
Content Development (English),Hunt Digital Media,Work From Home,Immediately,3 Months,"₹ 5,000 /month",Embedded Systems,Robotics
Probability,Digipplus,Work From Home,Immediately,3 Months,"₹ 25,000-30,000 /month",Data Analysis,AI
Video Making/Editing,Hunt Digital Media,Work From Home,Immediately,3 Months,"₹ 5,000 /month",UI/UX Design,Cybersecurity
Java Development,FynTune Solution Private Limited,Navi Mumbai,Immediately,3 Months,"₹ 15,000 /month",Web Development,Game Development
Credit Analytics,Ambient Consultancy,Mumbai,Immediately,3 Months,"₹ 10,000 /month",Cloud Computing,IoT
Trainer (Teaching VLSI Front-end Designing Or VLSI Back-end Designing Course),SURE Trust,Work From Home,Immediately,3 Months,Unpaid,Embedded Systems,Game Development
Fundraising/Crowdfunding,NayePankh Foundation,Work From Home,Immediately,3 Months,Unpaid,Cloud Computing,IoT
Psychology ( Marketing),HappiMynd,Work From Home,Immediately,3 Months,"₹ 1,000-3,000 /month",Networking,Robotics
Event Management,Tech Analogy,Work From Home,Immediately,3 Months,"₹ 1,000-2,000 /month",Embedded Systems,AI
Graphic Design,Creatiwise,Work From Home,Immediately,6 Months,"₹ 15,000-20,000 /month",Data Analysis,Game Development
Product Management,HappiMynd,Work From Home,Immediately,6 Months,"₹ 1,000-2,000 /month",Python,Game Development
Graphic Design,Creatiwise,Work From Home,Immediately,6 Months,"₹ 15,000-20,000 /month",Database Management,Quantum Computing
Social Work,NayePankh Foundation,Work From Home,Immediately,6 Months,Unpaid,Cybersecurity,Quantum Computing
IPad Art,Lawtech,Work From Home,Immediately,6 Months,"₹ 8,000-10,000 /month",Machine Learning,Space Tech
Torchbearer Impact Program,HappiMynd,Work From Home,Immediately,6 Months,"₹ 1,000-2,000 lump sum",UI/UX Design,AI
Technical Architecture,"EmendoAI (San Francisco, United States)",Work From Home,Immediately,6 Months,"₹ 10,000-20,000 /month",Cybersecurity,Robotics
Social Impact Leading,HappiMynd,Work From Home,Immediately,6 Months,"₹ 1,000-2,000 /month",Data Analysis,Cybersecurity
Social Sector Operations,NayePankh Foundation,Work From Home,Immediately,6 Months,Unpaid,Cloud Computing,Cybersecurity
Product Marketing,Wayspire Ed-Tech Private Limited,Work From Home,Immediately,6 Months,"₹ 1,000 /month +  Incentives",Python,Game Development
Sales And Marketing,"Manjita Osta (Melbourne Airport, Australia)",Work From Home,Immediately,6 Months,"₹ 10,000 /month",Machine Learning,Robotics
Subject Matter Expert (Physics) Live Doubts,Solvitude,Work From Home,Immediately,6 Months,"₹ 4,000-12,000 /month",Data Analysis,Cybersecurity
Digital Marketing (Email Marketing),Lawtech,Work From Home,Immediately,6 Months,"₹ 5,000-7,000 /month",Data Analysis,Game Development
Sales (Tele-marketing),Lawtech,Work From Home,Immediately,6 Months,"₹ 10,000 /month",Embedded Systems,Cybersecurity
UI/UX Design,"EmendoAI (San Francisco, United States)",Work From Home,Immediately,6 Months,"₹ 10,000 /month",Embedded Systems,Quantum Computing
Product Management,"EmendoAI (San Francisco, United States)",Work From Home,Immediately,6 Months,"₹ 10,000-12,000 /month",Web Development,Blockchain
Android App Development,"Powerhouse AI (Singapore, Singapore)",Work From Home,Not specified,6 Months,"₹ 10,000-20,000 /month",Web Development,Quantum Computing
Ruby On Rails Development,Makerble,Work From Home,Immediately,6 Months,"₹ 15,000 /month",Database Management,Blockchain
Physics Content Writing,HaZZten,Work From Home,Immediately,6 Months,"₹ 5,000-15,000 /month",Machine Learning,Blockchain
Subject Matter Expert (Chemistry) Live Doubt,Solvitude,Work From Home,Immediately,6 Months,"₹ 4,000-12,000 /month",C++,Robotics
Content Writing (Chemistry),HaZZten,Work From Home,Immediately,6 Months,"₹ 5,000-15,000 /month",Data Analysis,Web 3.0
AWS DevOps Engineering,"EmendoAI (San Francisco, United States)",Work From Home,Immediately,6 Months,"₹ 10,000 /month",UI/UX Design,Augmented Reality
Human Resources (HR),Aelum Consulting,Jaipur,Immediately,6 Months,"₹ 10,000 /month",Machine Learning,Open Source
Market Research (Fashion),Artyvis Technologies Private Limited,Work From Home,Immediately,6 Months,"₹ 10,000 /month",Cloud Computing,Cybersecurity
Product Management,NightOwl,Work From Home,Immediately,6 Months,"₹ 15,000-25,000 /month",C++,Space Tech
Angular.js Development,Heliverse,Work From Home,Immediately,6 Months,"₹ 12,000-18,000 /month",Database Management,Web 3.0
Business Development (Sales),WEB5G TECHNOLOGY PRIVATE LIMITED,Ghaziabad,Immediately,6 Months,"₹ 12,000-30,000 /month",Java,Blockchain
Social Media Marketing,Shubham Varshney,Hapur,Immediately,6 Months,"₹ 2,000 /month",Cybersecurity,IoT
Marketing,Skylark Overseas Education,Visakhapatnam,Immediately,6 Months,"₹ 8,000 /month",Python,Blockchain
Sales And Marketing,The Audio World,Jaipur,Immediately,6 Months,"₹ 5,000 /month",Web Development,Game Development
Video Making/Editing,Shubham Varshney,Hapur,Immediately,6 Months,"₹ 5,000 /month",Web Development,Open Source
Electrical Engineering,Toshniwal Industries Private Limited,Ajmer,Immediately,6 Months,"₹ 4,000 /month",Python,Game Development
Content Writing,Shubham Varshney,Meerut,Immediately,6 Months,"₹ 2,000 /month",Machine Learning,Space Tech
Copywriting,Packin Club,Delhi,Immediately,3 Months,"₹ 10,000 /month",Embedded Systems,Blockchain
Business Development (Sales),GoMechanic,Gurgaon,Immediately,6 Months,"₹ 10,000-12,000 /month",Networking,IoT
Operation,Mariox Software Private Limited,Noida,Immediately,6 Months,"₹ 30,000 /month",Cloud Computing,Augmented Reality
Logistics And Operations,GoMechanic,Gurgaon,Immediately,6 Months,"₹ 10,000-15,000 /month",Machine Learning,Space Tech
Marketing,GoMechanic,Gurgaon,Immediately,6 Months,"₹ 10,000-12,000 /month",Java,Data Science
Business Development (Sales),GoMechanic,Chandigarh,Immediately,6 Months,"₹ 10,000-15,000 /month",Java,IoT
Business Development (Female),Requin Solutions Private Limited,Jaipur,Immediately,6 Months,"₹ 10,000-14,000 /month",Python,Web 3.0
Human Resources (HR),Webtonic Technologies Private Limited,Navi Mumbai,Immediately,6 Months,"₹ 5,000 /month",Machine Learning,Open Source
Human Resources (HR),Guruji Astro,Jaipur,Immediately,5 Months,"₹ 9,000 /month",C++,Open Source
Interior Design,9 Pointers Tech Private Limited,Jaipur,Immediately,5 Months,"₹ 5,000-15,000 /month",Machine Learning,Web 3.0
Graphic Design,Careers360,Gurgaon,Immediately,5 Months,"₹ 20,000 /month",C++,Robotics
Event Management,Blue Sparrow Science Party,Mumbai,Immediately,5 Months,"₹ 1,000 /week",C++,Robotics
Business Development (Sales),Zedex Info Private Limited,Mumbai,Immediately,5 Months,"₹ 10,000 /month",C++,IoT
Graphic Design,Pepper Money,Mumbai,Immediately,5 Months,"₹ 10,000-15,000 /month",UI/UX Design,Robotics
Video Editing,FlexiFunnels,Dehradun,Immediately,5 Months,"₹ 25,000 /month",Data Analysis,Data Science
Campus Ambassador,EHAM Technologies,Work From Home,Immediately,5 Months,Performance Based,Python,Cybersecurity
Recruitment,Shubham Varshney,Meerut,Immediately,5 Months,"₹ 2,000 /month",Database Management,AI
Graphic Design,Adbizit,Mumbai,Immediately,5 Months,"₹ 12,000 /month",Cybersecurity,Game Development
Social Media Marketing,Akrati Jewels Incorporation,Jaipur,Immediately,5 Months,"₹ 10,000 /month",Web Development,Space Tech
Social Media Marketing,Limeless Media,Gurgaon,Immediately,5 Months,"₹ 8,000-15,000 /month",C++,Quantum Computing
Business Development (Sales),Internshala,Gurgaon,Immediately,5 Months,"₹ 18,000 /month",Database Management,Robotics
Marketing,Cynergi,Mumbai,Immediately,5 Months,"₹ 5,000 /month",Cloud Computing,IoT
Human Resources (HR),Relinns Technologies,Mohali,Immediately,5 Months,"₹ 8,000 /month",Java,AI
Personal Assistant,Gigde Global Solutions Private Limited,Ghaziabad,Immediately,5 Months,"₹ 12,000-15,000 /month",Cybersecurity,Web 3.0
Digital Marketing,Akrati Jewels Incorporation,Jaipur,Immediately,5 Months,"₹ 10,000 /month",Cybersecurity,Web 3.0
CEO Assistant,Gigde Global Solutions Private Limited,Ghaziabad,Immediately,5 Months,"₹ 12,000-15,000 /month",UI/UX Design,Augmented Reality
Motion Graphics,KathaVersse Media Network Private Limited,Mumbai,Immediately,5 Months,"₹ 10,000 /month",Java,Data Science
HR,Wayspire Ed-Tech Private Limited,Gurgaon,Immediately,5 Months,"₹ 7,000 /month",Data Analysis,AI
Civil Engineering (Hydraulic/Water Resources),Infraplan Engineering Services Private Limited,Kolhapur,Immediately,5 Months,"₹ 10,000-15,000 /month",Cybersecurity,Robotics
Email Marketing,Zeppstr,Bangalore,Immediately,5 Months,"₹ 6,000 /month",Database Management,Augmented Reality
Video Making/Editing,KathaVersse Media Network Private Limited,Mumbai,Immediately,5 Months,"₹ 10,000 /month",Cybersecurity,IoT
Social Media,Marcamor Consulting,Hyderabad,Immediately,5 Months,"₹ 5,000 /month",Cloud Computing,Open Source
Business Development (Sales),Blue Rose Publishers,Delhi,Immediately,5 Months,"₹ 22,000 /month",Java,Open Source
Content Writing,EasyEat AI,Gurgaon,Immediately,5 Months,"₹ 15,000 /month",Java,Space Tech
Field Sales,Vitta Chrome India Private Limited,Mumbai,Immediately,5 Months,"₹ 15,000 /month +  Incentives",Machine Learning,Space Tech
Social Media Marketing,Zeppstr,Bangalore,Immediately,5 Months,"₹ 6,000 /month",C++,Web 3.0
Sales,ZocoNut,Delhi,Immediately,5 Months,"₹ 8,000-15,000 /month",Networking,Cybersecurity
Operations,Able Jobs,Bangalore,Immediately,5 Months,"₹ 12,000-18,000 /month",C++,Quantum Computing
Editorial Assistance,Blue Rose Publishers,Noida,Immediately,5 Months,"₹ 16,000 /month",Cloud Computing,Game Development
Event Management,Seven Seas Hospitality,Delhi,Immediately,5 Months,"₹ 5,000-10,000 /month",Machine Learning,Blockchain
Operations,Able Jobs,Bangalore,Immediately,5 Months,"₹ 12,000-15,000 /month",Cybersecurity,Data Science
Video Making/Editing,Zeppstr,Bangalore,Immediately,5 Months,"₹ 6,000-10,000 /month",Data Analysis,Game Development
Marketing,Clipbait Media Private Limited,Bangalore,Immediately,5 Months,"₹ 7,500 /month +  Incentives",UI/UX Design,AI
Business Development,Marcamor Consulting,Hyderabad,Immediately,5 Months,"₹ 5,000 /month",Data Analysis,Game Development
Content Writing,Zeppstr,Bangalore,Immediately,5 Months,"₹ 10,000 /month",Cybersecurity,Space Tech
Business Development,Epicminds Information Technology,Bangalore,Immediately,5 Months,"₹ 10,000 /month",C++,Augmented Reality
Marketing,SkilloVilla Technologies Private Limited,Bangalore,Immediately,5 Months,"₹ 15,000 /month",Database Management,Space Tech
Operations,Rentkar-Switch To Share,Bangalore,Immediately,5 Months,"₹ 12,000-14,000 /month",Cloud Computing,Web 3.0
E-commerce Operations,Palk Street,Hyderabad,Immediately,5 Months,"₹ 12,000-15,000 /month",Embedded Systems,Space Tech
Influencer Marketing,Flipside Media Works,Mumbai,Immediately,5 Months,"₹ 10,000 /month",Python,Blockchain
Business Development (Sales),Zeppstr,Bangalore,Immediately,5 Months,"₹ 6,000-12,000 /month",Data Analysis,Data Science
